Member ID,node
jrrfs_enkf_make_lbcs_08_mem029,1
jrrfs_enkf_make_lbcs_07_mem025,1
jrrfs_enkf_make_lbcs_03_mem006,1
jrrfs_enkf_make_lbcs_02_mem007,1
jrrfs_enkf_make_lbcs_06_mem017,1
jrrfs_enkf_make_lbcs_11_mem025,1
jrrfs_enkf_make_lbcs_04_mem028,1
jrrfs_enkf_make_lbcs_09_mem022,1
jrrfs_enkf_make_ics_mem004,2
jrrfs_enkf_make_lbcs_05_mem004,1
jrrfs_enkf_make_lbcs_09_mem020,1
jrrfs_enkf_make_lbcs_05_mem007,1
jrrfs_enkf_make_lbcs_08_mem014,1
jrrfs_enkf_blend_ics_mem012,1
jrrfs_enkf_make_lbcs_11_mem001,1
jrrfs_enkf_make_lbcs_08_mem010,1
jrrfs_enkf_make_lbcs_10_mem015,1
jrrfs_enkf_make_lbcs_02_mem014,1
jrrfs_enkf_make_lbcs_04_mem014,1
jrrfs_enkf_make_ics_mem018,2
jrrfs_enkf_make_lbcs_03_mem030,1
jrrfs_enkf_make_lbcs_09_mem028,1
jrrfs_enkf_make_lbcs_00_mem004,1
jrrfs_enkf_make_lbcs_01_mem016,1
jrrfs_enkf_make_lbcs_04_mem021,1
jrrfs_enkf_make_lbcs_05_mem002,1
jrrfs_enkf_make_lbcs_05_mem023,1
jrrfs_enkf_make_lbcs_04_mem009,1
jrrfs_enkf_make_lbcs_03_mem028,1
jrrfs_enkf_make_lbcs_07_mem026,1
jrrfs_enkf_make_lbcs_03_mem005,1
jrrfs_enkf_make_lbcs_06_mem014,1
jrrfs_enkf_make_lbcs_02_mem024,1
jrrfs_enkf_make_lbcs_03_mem015,1
jrrfs_enkf_make_lbcs_10_mem010,1
jrrfs_enkf_make_lbcs_10_mem003,1
jrrfs_enkf_make_ics_mem011,2
jrrfs_enkf_make_lbcs_04_mem008,1
jrrfs_enkf_make_lbcs_11_mem016,1
jrrfs_enkf_blend_ics_mem010,1
jrrfs_enkf_make_lbcs_06_mem009,1
jrrfs_enkf_make_ics_mem029,2
jrrfs_enkf_blend_ics_mem005,1
jrrfs_enkf_make_lbcs_08_mem015,1
jrrfs_enkf_make_lbcs_09_mem019,1
jrrfs_enkf_make_lbcs_03_mem012,1
jrrfs_enkf_make_lbcs_03_mem017,1
jrrfs_enkf_make_lbcs_00_mem007,1
jrrfs_enkf_make_lbcs_06_mem030,1
jrrfs_enkf_make_lbcs_09_mem024,1
jrrfs_enkf_make_lbcs_07_mem021,1
jrrfs_enkf_make_lbcs_01_mem029,1
